x,y
160.5,15.8396
160.6,15.8396
160.7,15.8396
160.8,15.8396
160.9,15.8396
161,15.8396
161.1,15.8396
161.2,15.8396
161.3,15.8396
161.4,15.8396
161.5,15.8396
161.6,15.8396
161.7,15.8396
161.8,15.8396
161.9,15.8396
162,15.8396
162.1,15.8396
162.2,15.8396
162.3,15.8396
162.4,15.8396
162.5,15.8396
162.6,15.8396
162.7,15.8396
162.8,15.8396
162.9,15.8396
163,15.8396
163.1,15.8396
163.2,15.8396
163.3,15.8396
163.4,15.8396
163.5,15.8396
163.6,15.8396
163.7,15.8396
163.8,15.8396
163.9,15.8396
164,15.8396
164.1,15.8396
164.2,15.8396
164.3,15.8396
164.4,15.8396
164.5,15.8396
164.6,15.8396
164.7,15.8396
164.8,15.8396
164.9,15.8396
165,15.8396
165.1,15.8396
165.2,15.8396
165.3,15.8396
165.4,15.8396
165.5,15.8396
165.6,15.8396
165.7,15.8396
165.8,15.8396
165.9,15.8396
166,15.8397
166.1,15.8397
166.2,15.8397
166.3,15.8397
166.4,15.8397
166.5,15.8397
166.6,15.8397
166.7,15.8397
166.8,15.8397
166.9,15.8397
167,15.8397
167.1,15.8397
167.2,15.8397
167.3,15.8397
167.4,15.8397
167.5,15.8397
167.6,15.8397
167.7,15.8397
167.8,15.8397
167.9,15.8397
168,15.8397
168.1,15.8397
168.2,15.8397
168.3,15.8397
168.4,15.8397
168.5,15.8397
168.6,15.8397
168.7,15.8397
168.8,15.8397
168.9,15.8397
169,15.8397
169.1,15.8397
169.2,15.8397
169.3,15.8397
169.4,15.8397
169.5,15.8397
169.6,15.8397
169.7,15.8397
169.8,15.8397
169.9,15.8397
170,15.8397
170.1,15.8397
170.2,15.8397
170.3,15.8397
170.4,15.8397
170.5,15.8397
170.6,15.8397
170.7,15.8397
170.8,15.8397
170.9,15.8397
171,15.8397
171.1,15.8397
171.2,15.8397
171.3,15.8397
171.4,15.8397
171.5,15.8397
171.6,15.8397
171.7,15.8397
171.8,15.8397
171.9,15.8397
172,15.8397
172.1,15.8397
172.2,15.8397
172.3,15.8397
172.4,15.8397
172.5,15.8397
172.6,15.8397
172.7,15.8397
172.8,15.8397
172.9,15.8397
173,15.8397
173.1,15.8397
173.2,15.8397
173.3,15.8397
173.4,15.8397
173.5,15.8397
173.6,15.8397
173.7,15.8397
173.8,15.8397
173.9,15.8397
174,15.8397
174.1,15.8397
174.2,15.8397
174.3,15.8397
174.4,15.8397
174.5,15.8397
174.6,15.8397
174.7,15.8397
174.8,15.8397
174.9,15.8397
175,15.8397
175.1,15.8397
175.2,15.8397
175.3,15.8397
175.4,15.8397
175.5,15.8397
175.6,15.8397
175.7,15.8397
175.8,15.8397
175.9,15.8397
176,15.8397
176.1,15.8397
176.2,15.8397
176.3,15.8397
176.4,15.8397
176.5,15.8397
176.6,15.8397
176.7,15.8397
176.8,15.8397
176.9,15.8397
177,15.8397
177.1,15.8397
177.2,15.8397
177.3,15.8397
177.4,15.8397
177.5,15.8397
177.6,15.8397
177.7,15.8397
177.8,15.8397
177.9,15.8397
178,15.8397
178.1,15.8397
178.2,15.8397
178.3,15.8397
178.4,15.8397
178.5,15.8397
178.6,15.8397
178.7,15.8397
178.8,15.8397
178.9,15.8397
179,15.8397
179.1,15.8397
179.2,15.8397
179.3,15.8397
179.4,15.8397
179.5,15.8397
179.6,15.8397
179.7,15.8397
179.8,15.8397
179.9,15.8397
180,15.8397
180.1,15.8397
180.2,15.8397
180.3,15.8397
180.4,15.8397
180.5,15.8397
180.6,15.8397
180.7,15.8397
180.8,15.8397
180.9,15.8397
181,15.8397
181.1,15.8397
181.2,15.8397
181.3,15.8397
181.4,15.8397
181.5,15.8397
181.6,15.8397
181.7,15.8397
181.8,15.8397
181.9,15.8397
182,15.8397
182.1,15.8397
182.2,15.8397
182.3,15.8397
182.4,15.8397
182.5,15.8397
182.6,15.8397
182.7,15.8397
182.8,15.8397
182.9,15.8397
183,15.8397
183.1,15.8397
183.2,15.8397
183.3,15.8397
183.4,15.8397
183.5,15.8397
183.6,15.8397
183.7,15.8397
183.8,15.8397
183.9,15.8397
184,15.8397
184.1,15.8397
184.2,15.8397
184.3,15.8397
184.4,15.8397
184.5,15.8397
184.6,15.8397
184.7,15.8397
184.8,15.8397
184.9,15.8397
185,15.8397
185.1,15.8397
185.2,15.8397
185.3,15.8397
185.4,15.8397
185.5,15.8397
185.6,15.8397
185.7,15.8397
185.8,15.8397
185.9,15.8397
186,15.8397
186.1,15.8397
186.2,15.8397
186.3,15.8397
186.4,15.8397
186.5,15.8397
186.6,15.8397
186.7,15.8397
186.8,15.8397
186.9,15.8397
187,15.8397
187.1,15.8397
187.2,15.8397
187.3,15.8397
187.4,15.8397
187.5,15.8397
187.6,15.8397
187.7,15.8397
187.8,15.8397
187.9,15.8397
188,15.8397
188.1,15.8397
188.2,15.8397
188.3,15.8397
188.4,15.8397
188.5,15.8397
188.6,15.8397
188.7,15.8397
188.8,15.8397
188.9,15.8397
189,15.8397
189.1,15.8397
189.2,15.8397
189.3,15.8397
189.4,15.8397
189.5,15.8397
189.6,15.8397
189.7,15.8397
189.8,15.8397
189.9,15.8397
190,15.8397
190.1,15.8397
190.2,15.8397
190.3,15.8397
190.4,15.8397
190.5,15.8397
190.6,15.8397
190.7,15.8397
190.8,15.8397
190.9,15.8397
191,15.8397
191.1,15.8397
191.2,15.8397
191.3,15.8397
191.4,15.8397
191.5,15.8397
191.6,15.8397
191.7,15.8397
191.8,15.8397
191.9,15.8397
192,15.8397
192.1,15.8397
192.2,15.8397
192.3,15.8397
192.4,15.8397
192.5,15.8397
192.6,15.8397
192.7,15.8397
192.8,15.8397
192.9,15.8397
193,15.8397
193.1,15.8397
193.2,15.8397
193.3,15.8397
193.4,15.8397
193.5,15.8397
193.6,15.8397
193.7,15.8397
193.8,15.8397
193.9,15.8397
194,15.8397
194.1,15.8397
194.2,15.8397
194.3,15.8397
194.4,15.8397
194.5,15.8397
194.6,15.8397
194.7,15.8397
194.8,15.8397
194.9,15.8397
195,15.8397
195.1,15.8397
195.2,15.8397
195.3,15.8397
195.4,15.8397
195.5,15.8397
195.6,15.8398
195.7,15.8398
195.8,15.8398
195.9,15.8398
196,15.8398
196.1,15.8398
196.2,15.8398
196.3,15.8398
196.4,15.8398
196.5,15.8398
196.6,15.8398
196.7,15.8398
196.8,15.8398
196.9,15.8398
197,15.8398
197.1,15.8398
197.2,15.8398
197.3,15.8398
197.4,15.8398
197.5,15.8398
197.6,15.8398
197.7,15.8398
197.8,15.8398
197.9,15.8398
198,15.8398
198.1,15.8398
198.2,15.8398
198.3,15.8398
198.4,15.8398
198.5,15.8398
198.6,15.8398
198.7,15.8398
198.8,15.8398
198.9,15.8398
199,15.8398
199.1,15.8398
199.2,15.8398
199.3,15.8398
199.4,15.8398
199.5,15.8398
199.6,15.8398
199.7,15.8398
199.8,15.8398
199.9,15.8398
